,location,signal
6439,6438,NA
6440,6439,NA
6441,6440,NA
6442,6441,NA
6443,6442,NA
6444,6443,NA
6445,6444,NA
6446,6445,NA
6447,6446,NA
6448,6447,NA
6449,6448,NA
6450,6449,NA
6451,6450,NA
6452,6451,NA
6453,6452,NA
6454,6453,NA
6455,6454,NA
6456,6455,NA
6457,6456,NA
6458,6457,NA
6459,6458,NA
6460,6459,NA
6461,6460,NA
6462,6461,NA
6463,6462,NA
6464,6463,NA
6465,6464,NA
6466,6465,NA
6467,6466,NA
6468,6467,NA
6469,6468,NA
6470,6469,NA
6471,6470,NA
6472,6471,NA
6473,6472,NA
6474,6473,NA
6475,6474,NA
6476,6475,NA
6477,6476,NA
6478,6477,NA
6479,6478,NA
6480,6479,NA
6481,6480,NA
6482,6481,NA
6483,6482,NA
6484,6483,NA
6485,6484,NA
6486,6485,NA
6487,6486,NA
6488,6487,NA
6489,6488,NA
6490,6489,NA
6491,6490,NA
6492,6491,NA
6493,6492,NA
6494,6493,NA
6495,6494,NA
6496,6495,NA
6497,6496,NA
6498,6497,NA
6499,6498,NA
6500,6499,NA
6501,6500,NA
6502,6501,NA
6503,6502,NA
6504,6503,NA
6505,6504,NA
6506,6505,NA
6507,6506,NA
6508,6507,NA
6509,6508,NA
6510,6509,NA
6511,6510,NA
6512,6511,NA
6513,6512,NA
6514,6513,NA
6515,6514,NA
6516,6515,NA
6517,6516,NA
6518,6517,NA
6519,6518,NA
6520,6519,NA
6521,6520,NA
6522,6521,NA
6523,6522,NA
6524,6523,NA
6525,6524,NA
6526,6525,NA
6527,6526,NA
6528,6527,NA
6529,6528,NA
6530,6529,NA
6531,6530,NA
6532,6531,NA
6533,6532,NA
6534,6533,NA
6535,6534,NA
6536,6535,NA
6537,6536,NA
6538,6537,NA
6539,6538,NA
6540,6539,NA
6541,6540,NA
6542,6541,NA
6543,6542,NA
6544,6543,NA
6545,6544,NA
6546,6545,NA
6547,6546,NA
6548,6547,NA
6549,6548,NA
6550,6549,NA
6551,6550,NA
6552,6551,NA
6553,6552,NA
6554,6553,NA
6555,6554,NA
6556,6555,NA
6557,6556,NA
6558,6557,NA
6559,6558,NA
6560,6559,NA
6561,6560,NA
6562,6561,NA
6563,6562,NA
6564,6563,NA
6565,6564,NA
6566,6565,NA
6567,6566,NA
6568,6567,NA
6569,6568,NA
6570,6569,NA
6571,6570,NA
6572,6571,NA
6573,6572,NA
6574,6573,NA
6575,6574,NA
6576,6575,NA
6577,6576,NA
6578,6577,NA
6579,6578,NA
6580,6579,NA
6581,6580,NA
6582,6581,NA
6583,6582,NA
6584,6583,NA
6585,6584,NA
6586,6585,NA
6587,6586,NA
6588,6587,NA
6589,6588,NA
6590,6589,NA
6591,6590,NA
6592,6591,NA
6593,6592,NA
6594,6593,NA
6595,6594,NA
6596,6595,NA
6597,6596,NA
6598,6597,NA
6599,6598,NA
6600,6599,NA
6601,6600,NA
6602,6601,NA
6603,6602,NA
6604,6603,NA
6605,6604,NA
6606,6605,NA
6607,6606,NA
6608,6607,NA
6609,6608,NA
6610,6609,NA
6611,6610,NA
6612,6611,NA
6613,6612,NA
6614,6613,NA
6615,6614,NA
6616,6615,NA
6617,6616,NA
6618,6617,NA
6619,6618,NA
6620,6619,NA
6621,6620,NA
6622,6621,NA
6623,6622,NA
6624,6623,NA
6625,6624,NA
6626,6625,NA
6627,6626,NA
6628,6627,NA
6629,6628,NA
6630,6629,NA
6631,6630,NA
6632,6631,NA
6633,6632,NA
6634,6633,NA
6635,6634,NA
6636,6635,NA
6637,6636,NA
6638,6637,NA
6639,6638,NA
6640,6639,NA
6641,6640,NA
6642,6641,NA
6643,6642,NA
6644,6643,NA
6645,6644,NA
6646,6645,NA
6647,6646,NA
6648,6647,NA
6649,6648,NA
6650,6649,NA
6651,6650,NA
6652,6651,NA
6653,6652,NA
6654,6653,NA
6655,6654,NA
6656,6655,NA
6657,6656,NA
6658,6657,NA
6659,6658,NA
6660,6659,NA
6661,6660,NA
6662,6661,NA
6663,6662,NA
6664,6663,NA
6665,6664,NA
6666,6665,NA
6667,6666,NA
6668,6667,NA
6669,6668,NA
6670,6669,NA
6671,6670,NA
6672,6671,NA
6673,6672,NA
6674,6673,NA
6675,6674,NA
6676,6675,NA
6677,6676,NA
6678,6677,NA
6679,6678,NA
6680,6679,NA
6681,6680,NA
6682,6681,NA
6683,6682,NA
6684,6683,NA
6685,6684,NA
6686,6685,NA
6687,6686,NA
6688,6687,NA
6689,6688,NA
6690,6689,NA
6691,6690,NA
6692,6691,NA
6693,6692,NA
6694,6693,NA
6695,6694,NA
6696,6695,NA
6697,6696,NA
6698,6697,NA
6699,6698,NA
6700,6699,NA
6701,6700,NA
6702,6701,NA
6703,6702,NA
6704,6703,NA
6705,6704,NA
6706,6705,NA
6707,6706,NA
6708,6707,NA
6709,6708,NA
6710,6709,NA
6711,6710,NA
6712,6711,NA
6713,6712,NA
6714,6713,NA
6715,6714,NA
6716,6715,NA
6717,6716,NA
6718,6717,NA
6719,6718,NA
6720,6719,NA
6721,6720,NA
6722,6721,NA
6723,6722,NA
6724,6723,NA
6725,6724,NA
6726,6725,NA
6727,6726,NA
6728,6727,NA
6729,6728,NA
6730,6729,NA
6731,6730,NA
6732,6731,NA
6733,6732,NA
6734,6733,NA
6735,6734,NA
6736,6735,NA
6737,6736,NA
6738,6737,NA
6739,6738,NA
6740,6739,NA
6741,6740,NA
6742,6741,NA
6743,6742,NA
6744,6743,NA
6745,6744,NA
6746,6745,NA
6747,6746,NA
6748,6747,NA
6749,6748,NA
6750,6749,NA
6751,6750,NA
6752,6751,NA
6753,6752,NA
6754,6753,NA
6755,6754,NA
6756,6755,NA
6757,6756,NA
6758,6757,NA
6759,6758,NA
6760,6759,NA
6761,6760,NA
6762,6761,NA
6763,6762,NA
6764,6763,NA
6765,6764,NA
6766,6765,NA
6767,6766,NA
6768,6767,NA
6769,6768,NA
6770,6769,NA
6771,6770,NA
6772,6771,NA
6773,6772,NA
6774,6773,NA
6775,6774,NA
6776,6775,NA
6777,6776,NA
6778,6777,NA
6779,6778,NA
6780,6779,NA
6781,6780,NA
6782,6781,NA
6783,6782,NA
6784,6783,NA
6785,6784,NA
6786,6785,NA
6787,6786,NA
6788,6787,NA
6789,6788,NA
6790,6789,NA
6791,6790,NA
6792,6791,NA
6793,6792,NA
6794,6793,NA
6795,6794,NA
6796,6795,NA
6797,6796,NA
6798,6797,NA
6799,6798,NA
6800,6799,NA
6801,6800,NA
6802,6801,NA
6803,6802,NA
6804,6803,NA
6805,6804,NA
6806,6805,NA
6807,6806,NA
6808,6807,NA
6809,6808,NA
6810,6809,NA
6811,6810,NA
6812,6811,NA
6813,6812,NA
6814,6813,NA
6815,6814,NA
6816,6815,NA
6817,6816,NA
6818,6817,NA
6819,6818,NA
6820,6819,NA
6821,6820,NA
6822,6821,NA
6823,6822,NA
6824,6823,NA
6825,6824,NA
6826,6825,NA
6827,6826,NA
6828,6827,NA
6829,6828,NA
6830,6829,NA
6831,6830,NA
6832,6831,NA
6833,6832,NA
6834,6833,NA
6835,6834,NA
6836,6835,NA
6837,6836,NA
6838,6837,NA
6839,6838,NA
6840,6839,NA
6841,6840,NA
6842,6841,NA
6843,6842,NA
6844,6843,NA
6845,6844,NA
6846,6845,NA
6847,6846,NA
6848,6847,NA
6849,6848,NA
6850,6849,NA
6851,6850,NA
6852,6851,NA
6853,6852,NA
6854,6853,NA
6855,6854,NA
6856,6855,NA
6857,6856,NA
6858,6857,NA
6859,6858,NA
6860,6859,NA
6861,6860,NA
6862,6861,NA
6863,6862,NA
6864,6863,NA
6865,6864,NA
6866,6865,NA
6867,6866,NA
6868,6867,NA
6869,6868,NA
6870,6869,NA
6871,6870,NA
6872,6871,NA
6873,6872,NA
6874,6873,NA
6875,6874,NA
6876,6875,NA
6877,6876,NA
6878,6877,NA
6879,6878,NA
6880,6879,NA
6881,6880,NA
6882,6881,NA
6883,6882,NA
6884,6883,NA
6885,6884,NA
6886,6885,NA
6887,6886,NA
6888,6887,NA
6889,6888,NA
6890,6889,NA
6891,6890,NA
6892,6891,NA
6893,6892,NA
6894,6893,NA
6895,6894,NA
6896,6895,NA
6897,6896,NA
6898,6897,NA
6899,6898,NA
6900,6899,NA
6901,6900,NA
6902,6901,NA
6903,6902,NA
6904,6903,NA
6905,6904,NA
6906,6905,NA
6907,6906,NA
6908,6907,NA
6909,6908,NA
6910,6909,NA
6911,6910,NA
6912,6911,NA
6913,6912,NA
6914,6913,NA
6915,6914,NA
6916,6915,NA
6917,6916,NA
6918,6917,NA
6919,6918,NA
6920,6919,NA
6921,6920,NA
6922,6921,NA
6923,6922,NA
6924,6923,NA
6925,6924,NA
6926,6925,NA
6927,6926,NA
6928,6927,NA
6929,6928,NA
6930,6929,NA
6931,6930,NA
6932,6931,NA
6933,6932,NA
6934,6933,NA
6935,6934,NA
6936,6935,NA
6937,6936,NA
6938,6937,NA
6939,6938,NA
6940,6939,NA
6941,6940,NA
6942,6941,NA
6943,6942,NA
6944,6943,NA
6945,6944,NA
6946,6945,NA
6947,6946,NA
6948,6947,NA
6949,6948,NA
6950,6949,NA
6951,6950,NA
6952,6951,NA
6953,6952,NA
6954,6953,NA
6955,6954,NA
6956,6955,NA
6957,6956,NA
6958,6957,NA
6959,6958,NA
6960,6959,NA
6961,6960,NA
6962,6961,NA
6963,6962,NA
6964,6963,NA
6965,6964,NA
6966,6965,NA
6967,6966,NA
6968,6967,NA
6969,6968,NA
6970,6969,NA
6971,6970,NA
6972,6971,NA
6973,6972,NA
6974,6973,NA
6975,6974,NA
6976,6975,NA
6977,6976,NA
6978,6977,NA
6979,6978,NA
6980,6979,NA
6981,6980,NA
6982,6981,NA
6983,6982,NA
6984,6983,NA
6985,6984,NA
6986,6985,NA
6987,6986,NA
6988,6987,NA
6989,6988,NA
6990,6989,NA
6991,6990,NA
6992,6991,NA
6993,6992,NA
6994,6993,NA
6995,6994,NA
6996,6995,NA
6997,6996,NA
6998,6997,NA
6999,6998,NA
7000,6999,NA
7001,7000,NA
7002,7001,NA
7003,7002,NA
7004,7003,NA
7005,7004,NA
7006,7005,NA
7007,7006,NA
7008,7007,NA
7009,7008,NA
7010,7009,NA
7011,7010,NA
7012,7011,NA
7013,7012,NA
7014,7013,NA
7015,7014,NA
7016,7015,NA
7017,7016,NA
7018,7017,NA
7019,7018,NA
7020,7019,NA
7021,7020,NA
7022,7021,NA
7023,7022,NA
7024,7023,NA
7025,7024,NA
7026,7025,NA
7027,7026,NA
7028,7027,NA
7029,7028,NA
7030,7029,NA
7031,7030,NA
7032,7031,NA
7033,7032,NA
7034,7033,NA
7035,7034,NA
7036,7035,NA
7037,7036,NA
7038,7037,NA
7039,7038,NA
7040,7039,NA
7041,7040,NA
7042,7041,NA
7043,7042,NA
7044,7043,NA
7045,7044,NA
7046,7045,NA
7047,7046,NA
7048,7047,NA
7049,7048,NA
7050,7049,NA
7051,7050,NA
7052,7051,NA
7053,7052,NA
7054,7053,NA
7055,7054,NA
7056,7055,NA
7057,7056,NA
7058,7057,NA
7059,7058,NA
7060,7059,NA
7061,7060,NA
7062,7061,NA
7063,7062,NA
7064,7063,NA
7065,7064,NA
7066,7065,NA
7067,7066,NA
7068,7067,NA
7069,7068,NA
7070,7069,NA
7071,7070,NA
7072,7071,NA
7073,7072,NA
7074,7073,NA
7075,7074,NA
7076,7075,NA
7077,7076,NA
7078,7077,NA
7079,7078,NA
7080,7079,NA
7081,7080,NA
7082,7081,NA
7083,7082,NA
7084,7083,NA
7085,7084,NA
7086,7085,NA
7087,7086,NA
7088,7087,NA
7089,7088,NA
7090,7089,NA
7091,7090,NA
7092,7091,NA
7093,7092,NA
7094,7093,NA
7095,7094,NA
7096,7095,NA
7097,7096,NA
7098,7097,NA
7099,7098,NA
7100,7099,NA
7101,7100,NA
7102,7101,NA
7103,7102,NA
7104,7103,NA
7105,7104,NA
7106,7105,NA
7107,7106,NA
7108,7107,NA
7109,7108,NA
7110,7109,NA
7111,7110,NA
7112,7111,NA
7113,7112,NA
7114,7113,NA
7115,7114,NA
7116,7115,NA
7117,7116,NA
7118,7117,NA
7119,7118,NA
7120,7119,NA
7121,7120,NA
7122,7121,NA
7123,7122,NA
7124,7123,NA
7125,7124,NA
7126,7125,NA
7127,7126,NA
7128,7127,NA
7129,7128,NA
7130,7129,NA
7131,7130,NA
7132,7131,NA
7133,7132,NA
7134,7133,NA
7135,7134,NA
7136,7135,NA
7137,7136,NA
7138,7137,NA
7139,7138,NA
7140,7139,NA
7141,7140,NA
7142,7141,NA
7143,7142,NA
7144,7143,NA
7145,7144,NA
7146,7145,NA
7147,7146,NA
7148,7147,NA
7149,7148,NA
7150,7149,NA
7151,7150,NA
7152,7151,NA
7153,7152,NA
7154,7153,NA
7155,7154,NA
7156,7155,NA
7157,7156,NA
7158,7157,NA
7159,7158,NA
7160,7159,NA
7161,7160,NA
7162,7161,NA
7163,7162,NA
7164,7163,NA
7165,7164,NA
7166,7165,NA
7167,7166,NA
7168,7167,NA
7169,7168,NA
7170,7169,NA
7171,7170,NA
7172,7171,NA
7173,7172,NA
7174,7173,NA
7175,7174,NA
7176,7175,NA
7177,7176,NA
7178,7177,NA
7179,7178,NA
7180,7179,NA
7181,7180,NA
7182,7181,NA
7183,7182,NA
7184,7183,NA
7185,7184,NA
7186,7185,NA
7187,7186,NA
7188,7187,NA
7189,7188,NA
7190,7189,NA
7191,7190,NA
7192,7191,NA
7193,7192,NA
7194,7193,NA
7195,7194,NA
7196,7195,NA
7197,7196,NA
7198,7197,NA
7199,7198,NA
7200,7199,NA
7201,7200,NA
7202,7201,NA
7203,7202,NA
7204,7203,NA
7205,7204,NA
7206,7205,NA
7207,7206,NA
7208,7207,NA
7209,7208,NA
7210,7209,NA
7211,7210,NA
7212,7211,NA
7213,7212,NA
7214,7213,NA
7215,7214,NA
7216,7215,NA
7217,7216,NA
7218,7217,NA
7219,7218,NA
7220,7219,NA
7221,7220,NA
7222,7221,NA
7223,7222,NA
7224,7223,NA
7225,7224,NA
7226,7225,NA
7227,7226,NA
7228,7227,NA
7229,7228,NA
7230,7229,NA
7231,7230,NA
7232,7231,NA
7233,7232,NA
7234,7233,NA
7235,7234,NA
7236,7235,NA
7237,7236,NA
7238,7237,NA
7239,7238,NA
7240,7239,NA
7241,7240,NA
7242,7241,NA
7243,7242,NA
7244,7243,NA
7245,7244,NA
7246,7245,NA
7247,7246,NA
7248,7247,NA
7249,7248,NA
7250,7249,NA
7251,7250,NA
7252,7251,NA
7253,7252,NA
7254,7253,NA
7255,7254,NA
7256,7255,NA
7257,7256,NA
7258,7257,NA
7259,7258,NA
7260,7259,NA
7261,7260,NA
7262,7261,NA
7263,7262,NA
7264,7263,NA
7265,7264,NA
7266,7265,NA
7267,7266,NA
7268,7267,NA
7269,7268,NA
7270,7269,NA
7271,7270,NA
7272,7271,NA
7273,7272,NA
7274,7273,NA
7275,7274,NA
7276,7275,NA
7277,7276,NA
7278,7277,NA
7279,7278,NA
7280,7279,NA
7281,7280,NA
7282,7281,NA
7283,7282,NA
7284,7283,NA
7285,7284,NA
7286,7285,NA
7287,7286,NA
7288,7287,NA
7289,7288,NA
7290,7289,NA
7291,7290,NA
7292,7291,NA
7293,7292,NA
7294,7293,NA
7295,7294,NA
7296,7295,NA
7297,7296,NA
7298,7297,NA
7299,7298,NA
7300,7299,NA
7301,7300,NA
7302,7301,NA
7303,7302,NA
7304,7303,NA
7305,7304,NA
7306,7305,NA
7307,7306,NA
7308,7307,NA
7309,7308,NA
7310,7309,NA
7311,7310,NA
7312,7311,NA
7313,7312,NA
7314,7313,NA
7315,7314,NA
7316,7315,NA
7317,7316,NA
7318,7317,NA
7319,7318,NA
7320,7319,NA
7321,7320,NA
7322,7321,NA
7323,7322,NA
7324,7323,NA
7325,7324,NA
7326,7325,NA
7327,7326,NA
7328,7327,NA
7329,7328,NA
7330,7329,NA
7331,7330,NA
7332,7331,NA
7333,7332,NA
7334,7333,NA
7335,7334,NA
7336,7335,NA
7337,7336,NA
7338,7337,NA
7339,7338,NA
7340,7339,NA
7341,7340,NA
7342,7341,NA
7343,7342,NA
7344,7343,NA
7345,7344,NA
7346,7345,NA
7347,7346,NA
7348,7347,NA
7349,7348,NA
7350,7349,NA
7351,7350,NA
7352,7351,NA
7353,7352,NA
7354,7353,NA
7355,7354,NA
7356,7355,NA
7357,7356,NA
7358,7357,NA
7359,7358,NA
7360,7359,NA
7361,7360,NA
7362,7361,NA
7363,7362,NA
7364,7363,NA
7365,7364,NA
7366,7365,NA
7367,7366,NA
7368,7367,NA
7369,7368,NA
7370,7369,NA
7371,7370,NA
7372,7371,NA
7373,7372,NA
7374,7373,NA
7375,7374,NA
7376,7375,NA
7377,7376,NA
7378,7377,NA
7379,7378,NA
7380,7379,NA
7381,7380,NA
7382,7381,NA
7383,7382,NA
7384,7383,NA
7385,7384,NA
7386,7385,NA
7387,7386,NA
7388,7387,NA
7389,7388,NA
7390,7389,NA
7391,7390,NA
7392,7391,NA
7393,7392,NA
7394,7393,NA
7395,7394,NA
7396,7395,NA
7397,7396,NA
7398,7397,NA
7399,7398,NA
7400,7399,NA
7401,7400,NA
7402,7401,NA
7403,7402,NA
7404,7403,NA
7405,7404,NA
7406,7405,NA
7407,7406,NA
7408,7407,NA
7409,7408,NA
7410,7409,NA
7411,7410,NA
7412,7411,NA
7413,7412,NA
7414,7413,NA
7415,7414,NA
7416,7415,NA
7417,7416,NA
7418,7417,NA
7419,7418,NA
7420,7419,NA
7421,7420,NA
7422,7421,NA
7423,7422,NA
7424,7423,NA
7425,7424,NA
7426,7425,NA
7427,7426,NA
7428,7427,NA
7429,7428,NA
7430,7429,NA
7431,7430,NA
7432,7431,NA
7433,7432,NA
7434,7433,NA
7435,7434,NA
7436,7435,NA
7437,7436,NA
7438,7437,NA
7439,7438,NA
7440,7439,NA
7441,7440,NA
7442,7441,NA
7443,7442,NA
7444,7443,NA
7445,7444,NA
7446,7445,NA
7447,7446,NA
7448,7447,NA
7449,7448,NA
7450,7449,NA
7451,7450,NA
7452,7451,NA
7453,7452,NA
7454,7453,NA
7455,7454,NA
7456,7455,NA
7457,7456,NA
7458,7457,NA
7459,7458,NA
7460,7459,NA
7461,7460,NA
7462,7461,NA
7463,7462,NA
7464,7463,NA
7465,7464,NA
7466,7465,NA
7467,7466,NA
7468,7467,NA
7469,7468,NA
7470,7469,NA
7471,7470,NA
7472,7471,NA
7473,7472,NA
7474,7473,NA
7475,7474,NA
7476,7475,NA
7477,7476,NA
7478,7477,NA
7479,7478,NA
7480,7479,NA
7481,7480,NA
7482,7481,NA
7483,7482,NA
7484,7483,NA
7485,7484,NA
7486,7485,NA
7487,7486,NA
7488,7487,NA
7489,7488,NA
7490,7489,NA
7491,7490,NA
7492,7491,NA
7493,7492,NA
7494,7493,NA
7495,7494,NA
7496,7495,NA
7497,7496,NA
7498,7497,NA
7499,7498,NA
7500,7499,NA
7501,7500,NA
7502,7501,NA
7503,7502,NA
7504,7503,NA
7505,7504,NA
7506,7505,NA
7507,7506,NA
7508,7507,NA
7509,7508,NA
7510,7509,NA
7511,7510,NA
7512,7511,NA
7513,7512,NA
7514,7513,NA
7515,7514,NA
7516,7515,NA
7517,7516,NA
7518,7517,NA
7519,7518,NA
7520,7519,NA
7521,7520,NA
7522,7521,NA
7523,7522,NA
7524,7523,NA
7525,7524,NA
7526,7525,NA
7527,7526,NA
7528,7527,NA
7529,7528,NA
7530,7529,NA
7531,7530,NA
7532,7531,NA
7533,7532,NA
7534,7533,NA
7535,7534,NA
7536,7535,NA
7537,7536,NA
7538,7537,NA
7539,7538,NA
7540,7539,NA
7541,7540,NA
7542,7541,NA
7543,7542,NA
7544,7543,NA
7545,7544,NA
7546,7545,NA
7547,7546,NA
7548,7547,NA
7549,7548,NA
7550,7549,NA
7551,7550,NA
7552,7551,NA
7553,7552,NA
7554,7553,NA
7555,7554,NA
7556,7555,NA
7557,7556,NA
7558,7557,NA
7559,7558,NA
7560,7559,NA
7561,7560,NA
7562,7561,NA
7563,7562,NA
7564,7563,NA
7565,7564,NA
7566,7565,NA
7567,7566,NA
7568,7567,NA
7569,7568,NA
7570,7569,NA
7571,7570,NA
7572,7571,NA
7573,7572,NA
7574,7573,NA
7575,7574,NA
7576,7575,NA
7577,7576,NA
7578,7577,NA
7579,7578,NA
7580,7579,NA
7581,7580,NA
7582,7581,NA
7583,7582,NA
7584,7583,NA
7585,7584,NA
7586,7585,NA
7587,7586,NA
7588,7587,NA
7589,7588,NA
7590,7589,NA
7591,7590,NA
7592,7591,NA
7593,7592,NA
7594,7593,NA
7595,7594,NA
7596,7595,NA
7597,7596,NA
7598,7597,NA
7599,7598,NA
7600,7599,NA
7601,7600,NA
7602,7601,NA
7603,7602,NA
7604,7603,NA
7605,7604,NA
7606,7605,NA
7607,7606,NA
7608,7607,NA
7609,7608,NA
7610,7609,NA
7611,7610,NA
7612,7611,NA
7613,7612,NA
7614,7613,NA
7615,7614,NA
7616,7615,NA
7617,7616,NA
7618,7617,NA
7619,7618,NA
7620,7619,NA
7621,7620,NA
7622,7621,NA
7623,7622,NA
7624,7623,NA
7625,7624,NA
7626,7625,NA
7627,7626,NA
7628,7627,NA
7629,7628,NA
7630,7629,NA
7631,7630,NA
7632,7631,NA
7633,7632,NA
7634,7633,NA
7635,7634,NA
7636,7635,NA
7637,7636,NA
7638,7637,NA
7639,7638,NA
7640,7639,NA
7641,7640,NA
7642,7641,NA
7643,7642,NA
7644,7643,NA
7645,7644,NA
7646,7645,NA
7647,7646,NA
7648,7647,NA
7649,7648,NA
7650,7649,NA
7651,7650,NA
7652,7651,NA
7653,7652,NA
7654,7653,NA
7655,7654,NA
7656,7655,NA
7657,7656,NA
7658,7657,NA
7659,7658,NA
7660,7659,NA
7661,7660,NA
7662,7661,NA
7663,7662,NA
7664,7663,NA
7665,7664,NA
7666,7665,NA
7667,7666,NA
7668,7667,NA
7669,7668,NA
7670,7669,NA
7671,7670,NA
7672,7671,NA
7673,7672,NA
7674,7673,NA
7675,7674,NA
7676,7675,NA
7677,7676,NA
7678,7677,NA
7679,7678,NA
7680,7679,NA
7681,7680,NA
7682,7681,NA
7683,7682,NA
7684,7683,NA
7685,7684,NA
7686,7685,NA
7687,7686,NA
7688,7687,NA
7689,7688,NA
7690,7689,NA
7691,7690,NA
7692,7691,NA
7693,7692,NA
7694,7693,NA
7695,7694,NA
7696,7695,NA
7697,7696,NA
7698,7697,NA
7699,7698,NA
7700,7699,NA
7701,7700,NA
7702,7701,NA
7703,7702,NA
7704,7703,NA
7705,7704,NA
7706,7705,NA
7707,7706,NA
7708,7707,NA
7709,7708,NA
7710,7709,NA
7711,7710,NA
7712,7711,NA
7713,7712,NA
7714,7713,NA
7715,7714,NA
7716,7715,NA
7717,7716,NA
7718,7717,NA
7719,7718,NA
7720,7719,NA
7721,7720,NA
7722,7721,NA
7723,7722,NA
7724,7723,NA
7725,7724,NA
7726,7725,NA
7727,7726,NA
7728,7727,NA
7729,7728,NA
7730,7729,NA
7731,7730,NA
7732,7731,NA
7733,7732,NA
7734,7733,NA
7735,7734,NA
7736,7735,NA
7737,7736,NA
7738,7737,NA
7739,7738,NA
7740,7739,NA
7741,7740,NA
7742,7741,NA
7743,7742,NA
7744,7743,NA
7745,7744,NA
7746,7745,NA
7747,7746,NA
7748,7747,NA
7749,7748,NA
7750,7749,NA
7751,7750,NA
7752,7751,NA
7753,7752,NA
7754,7753,NA
7755,7754,NA
7756,7755,NA
7757,7756,NA
7758,7757,NA
7759,7758,NA
7760,7759,NA
7761,7760,NA
7762,7761,NA
7763,7762,NA
7764,7763,NA
7765,7764,NA
7766,7765,NA
7767,7766,NA
7768,7767,NA
7769,7768,NA
7770,7769,NA
7771,7770,NA
7772,7771,NA
7773,7772,NA
7774,7773,NA
7775,7774,NA
7776,7775,NA
7777,7776,NA
7778,7777,NA
7779,7778,NA
7780,7779,NA
7781,7780,NA
7782,7781,NA
7783,7782,NA
7784,7783,NA
7785,7784,NA
7786,7785,NA
7787,7786,NA
7788,7787,NA
7789,7788,NA
7790,7789,NA
7791,7790,NA
7792,7791,NA
7793,7792,NA
7794,7793,NA
7795,7794,NA
7796,7795,NA
7797,7796,NA
7798,7797,NA
7799,7798,NA
7800,7799,NA
7801,7800,NA
7802,7801,NA
7803,7802,NA
7804,7803,NA
7805,7804,NA
7806,7805,NA
7807,7806,NA
7808,7807,NA
7809,7808,NA
7810,7809,NA
7811,7810,NA
7812,7811,NA
7813,7812,NA
7814,7813,NA
7815,7814,NA
7816,7815,NA
7817,7816,NA
7818,7817,NA
7819,7818,NA
7820,7819,NA
7821,7820,NA
7822,7821,NA
7823,7822,NA
7824,7823,NA
7825,7824,NA
7826,7825,NA
7827,7826,NA
7828,7827,NA
7829,7828,NA
7830,7829,NA
7831,7830,NA
7832,7831,NA
7833,7832,NA
7834,7833,NA
7835,7834,NA
7836,7835,NA
7837,7836,NA
7838,7837,NA
7839,7838,NA
7840,7839,NA
7841,7840,NA
7842,7841,NA
7843,7842,NA
7844,7843,NA
7845,7844,NA
7846,7845,NA
7847,7846,NA
7848,7847,NA
7849,7848,NA
7850,7849,NA
7851,7850,NA
7852,7851,NA
7853,7852,NA
7854,7853,NA
7855,7854,NA
7856,7855,NA
7857,7856,NA
7858,7857,NA
7859,7858,NA
7860,7859,NA
7861,7860,NA
7862,7861,NA
7863,7862,NA
7864,7863,NA
7865,7864,NA
7866,7865,NA
7867,7866,NA
7868,7867,NA
7869,7868,NA
7870,7869,NA
7871,7870,NA
7872,7871,NA
7873,7872,NA
7874,7873,NA
7875,7874,NA
7876,7875,NA
7877,7876,NA
7878,7877,NA
7879,7878,NA
7880,7879,NA
7881,7880,NA
7882,7881,NA
7883,7882,NA
7884,7883,NA
7885,7884,NA
7886,7885,NA
7887,7886,NA
7888,7887,NA
7889,7888,NA
7890,7889,NA
7891,7890,NA
7892,7891,NA
7893,7892,NA
7894,7893,NA
7895,7894,NA
7896,7895,NA
7897,7896,NA
7898,7897,NA
7899,7898,NA
7900,7899,NA
7901,7900,NA
7902,7901,NA
7903,7902,NA
7904,7903,NA
7905,7904,NA
7906,7905,NA
7907,7906,NA
7908,7907,NA
7909,7908,NA
7910,7909,NA
7911,7910,NA
7912,7911,NA
7913,7912,NA
7914,7913,NA
7915,7914,NA
7916,7915,NA
7917,7916,NA
7918,7917,NA
7919,7918,NA
7920,7919,NA
7921,7920,NA
7922,7921,NA
7923,7922,NA
7924,7923,NA
7925,7924,NA
7926,7925,NA
7927,7926,NA
7928,7927,NA
7929,7928,NA
7930,7929,NA
7931,7930,NA
7932,7931,NA
7933,7932,NA
7934,7933,NA
7935,7934,NA
7936,7935,NA
7937,7936,NA
7938,7937,NA
7939,7938,NA
7940,7939,NA
7941,7940,NA
7942,7941,NA
7943,7942,NA
7944,7943,NA
7945,7944,NA
7946,7945,NA
7947,7946,NA
7948,7947,NA
7949,7948,NA
7950,7949,NA
7951,7950,NA
7952,7951,NA
7953,7952,NA
7954,7953,NA
7955,7954,NA
7956,7955,NA
7957,7956,NA
7958,7957,NA
7959,7958,NA
7960,7959,NA
7961,7960,NA
7962,7961,NA
7963,7962,NA
7964,7963,NA
7965,7964,NA
7966,7965,NA
7967,7966,NA
7968,7967,NA
7969,7968,NA
7970,7969,NA
7971,7970,NA
7972,7971,NA
7973,7972,NA
7974,7973,NA
7975,7974,NA
7976,7975,NA
7977,7976,NA
7978,7977,NA
7979,7978,NA
7980,7979,NA
7981,7980,NA
7982,7981,NA
7983,7982,NA
7984,7983,NA
7985,7984,NA
7986,7985,NA
7987,7986,NA
7988,7987,NA
7989,7988,NA
7990,7989,NA
7991,7990,NA
7992,7991,NA
